seed_z0000.png,seed_z0001.png,seed_z0002.png,seed_z0003.png,seed_z0004.png,seed_z0005.png,seed_z0006.png,seed_z0007.png,seed_z0008.png,seed_z0009.png
1.764052345967664,1.6243453636632417,-0.4167578474054706,1.7886284734303186,0.05056170714293955,0.44122748688504143,-0.3117836734875166,1.690525703800356,0.09120471661981977,0.0011085547122109732
0.4001572083672233,-0.6117564136500754,-0.056266827226329474,0.43650985051198943,0.499951333237829,-0.33087015189408764,0.7290039236125041,-0.4659373705408328,1.0912827332721105,-0.2895440692501988
0.9787379841057392,-0.5281717522634557,-2.136196095668454,0.09649746807200862,-0.9959089311068651,2.43077118700778,0.217820788076002,0.0328201636785844,-1.9469703090225463,-1.1160663030644142
2.240893199201458,-1.0729686221561705,1.6402708084049886,-1.8634927033644908,0.6935985082913116,-0.2520921296030769,-0.899091796547139,0.40751628299650783,-1.3863495322369392,-0.012882756745794295
1.8675579901499675,0.8654076293246785,-1.7934355851948631,-0.27738820251439905,-0.41830152002691007,0.10960984157818278,-2.486780651627865,-0.7889230286257386,-2.2964915742021637,-0.3783614642079181
-0.977277879876411,-2.3015386968802827,-0.841747365656204,-0.35475897926898675,-1.5845772351121241,1.5824811170615634,0.9132515212358882,0.00206557290594813,2.4098343033415413,-0.4811353628769039
0.9500884175255894,1.74481176421648,0.5028814171580428,-0.08274148148245977,-0.6477067671218505,-0.9092324048562419,1.1270637259718324,-0.0008903858579313628,1.7278361685799193,-1.517331178795672
-0.1513572082976979,-0.7612069008951028,-1.2452880866072316,-0.6270006768238473,0.5985751739673772,-0.5916366579302884,-1.5140932286302158,-1.7547243063454208,2.204556284556135,-0.49087198122174647
-0.10321885179355784,0.31903909605709857,-1.057952218862339,-0.04381816897592824,0.3322500326099644,0.18760322583703548,1.639291082937691,1.0176580056634932,0.794827639348401,-0.24068057850267277
0.41059850193837233,-0.2493703754774101,-0.9090076149268493,-0.47721803035950267,-1.1474766329454797,-0.32986995777935924,-0.429893603006348,0.6004985159195494,0.9764210964009404,-0.6479474602216037
0.144043571160878,1.462107937044974,0.5514540445464243,-1.3138647533626822,0.6186696890268814,-1.192764612421806,2.631280557263819,-0.6254289739667597,-1.183427147333015,0.6358910802468317
1.454273506962975,-2.060140709497654,2.2922080128149576,0.8846223804995846,-0.08798692834027545,-0.2048765105875873,0.6018222499558621,-0.17154826119572117,1.9163636105354793,1.7401173052851766
0.7610377251469934,-0.3224172040135075,0.04153939299840346,0.8813180422075299,0.42507239648702144,-0.3588289470012431,-0.335881614942245,0.5052993741967516,-1.1233268005511385,0.2966822177114033
0.12167501649282841,-0.38405435466841564,-1.1179254451135168,1.7095730636529485,0.33225314537233536,0.6034716026094954,1.2377378432256467,-0.261356415191647,-0.6640354695841054,0.7075036618518883
0.44386323274542566,1.1337694423354374,0.5390583205807888,0.05003364217686021,-1.1568162609191428,-1.6647885294716944,0.11112816676749648,-0.2427490786725466,-0.3783585703685589,1.8228157631182367
0.33367432737426683,-1.0998912673140309,-0.596159699806467,-0.40467741460089085,0.3509971530825316,-0.7001790376899514,0.12915124790351565,-1.4532414124907906,-0.7916152714963363,0.4307690294988926
1.4940790731576061,-0.17242820755043575,-0.019130496521151476,-0.5453599476195304,-0.606887283097402,1.1513910094871702,0.07612761221533733,0.5545803118918878,0.8595481091803732,1.542729625488087
-0.20515826376580087,-0.8778584179213718,1.175001219500291,-1.5464773155829683,1.5469793290157272,1.8573310072313118,-0.15512815855861198,0.12388090528703843,-0.23078899548558499,-0.9007211714166887
0.31306770165090136,0.04221374671559283,-0.7478709492938624,0.9823674342581601,0.7233416087478579,-1.5111795576883658,0.6342253431679246,0.2744599237599636,-0.06566102810479214,-0.13712501037800534
-0.8540957393017248,0.5828152137158222,0.009025250973325124,-1.1010676301114757,0.046135567230164806,0.6448475108927784,0.8106550034260697,-1.5265245318698402,-0.20863623473215612,1.29757901208005
-2.5529898158340787,-1.1006191772129212,-0.878107893240342,-1.1850465270201729,-0.9829916534185322,-0.9806078852186219,0.35480860897233396,1.6506996911864755,1.3468685701140497,0.6752711674321854
0.6536185954403606,1.1447237098396141,-0.15643417038462365,-0.20564989942254108,0.054432738865157676,-0.8568531547160899,1.8125903138100259,0.15433553545635803,-0.6069527973571234,0.03195811696669851
0.8644361988595057,0.9015907205927955,0.25657045200129563,1.4861483550745902,0.15989293507262803,-0.8718791832556535,-1.35647580427871,-0.3871399432863881,-0.17424821364463233,0.9181458962974814
-0.7421650204064419,0.5024943389018682,-0.9887790487696217,0.23671626722691233,-1.2089481591289206,-0.4225079291623943,-0.46363196589133393,2.029072220761112,0.4240514210317228,0.3805094664402412
2.2697546239876076,0.9008559492644118,-0.33882196602919634,-1.0237851399264681,2.2233602169111686,0.996439826913362,0.8246538446440631,-0.04538602986064609,-1.645990104823762,0.5163674872379074
-1.4543656745987648,-0.6837278591743331,-0.23618403085260128,-0.7129932001120494,0.39429521471439166,0.7124212708765678,-1.176431480417109,-1.4506786991465748,-0.48354094996529023,-0.35523945834610365
0.04575851730144607,-0.12289022551864817,-0.6376550124843012,0.6252449661628293,1.6923577152381537,0.059144243219039896,1.5644896595827746,-0.4052278554276867,0.5354682500157621,0.2087770012272209
-0.1871838500258336,-0.9357694342590688,-1.1876122863852843,-0.1605133631869239,-1.1128121538537732,-0.3633108784819174,0.7127050945352849,-2.2883151019717225,1.1661404863737168,0.32841107596844443
1.5327792143584575,-0.2678880796260159,-1.4212172273041268,-0.76883635031923,1.6357475418015288,0.0032888429341100755,-0.18100659786226136,1.0493965493432547,0.16168310874508016,-0.4982247664794937
