seed_w0000.png,seed_w0001.png,seed_w0002.png,seed_w0003.png,seed_w0004.png,seed_w0005.png,seed_w0006.png,seed_w0007.png,seed_w0008.png,seed_w0009.png
-0.2136598527431488,-0.18019255995750427,-0.2426680475473404,0.05367918312549591,-0.07309547811746597,-0.06297753006219864,-0.1930750459432602,-0.3258714973926544,-0.06071509048342705,-0.22820442914962769
1.1161524057388306,1.4893102645874023,0.8743941783905029,0.6089541912078857,1.0989537239074707,1.6971468925476074,1.70855712890625,1.0277626514434814,0.37225452065467834,2.410390615463257
-0.4624769687652588,0.257980078458786,-0.29886603355407715,-0.05755577236413956,-0.27944415807724,-0.09749405086040497,-0.10302211344242096,-0.17730659246444702,-0.32686468958854675,-0.09179690480232239
-0.06939773261547089,-0.29289311170578003,-0.20153014361858368,-0.11629708111286163,-0.11877268552780151,0.07333680987358093,0.6566470265388489,-0.03848039358854294,0.3649662435054779,-0.1683969497680664
-0.181792214512825,0.101016104221344,-0.35151877999305725,-0.2866952419281006,-0.15031364560127258,-0.15975020825862885,-0.14351129531860352,-0.1282339245080948,0.04165644943714142,-0.13865360617637634
-0.2411821484565735,0.01238328218460083,-0.14605790376663208,-0.14113397896289825,-0.11117570102214813,-0.27641353011131287,-0.384971559047699,-0.25728490948677063,-0.1601380556821823,-0.26874807476997375
-0.30207979679107666,-0.3785572052001953,-0.0024587512016296387,-0.39192861318588257,-0.31819748878479004,-0.3853435516357422,-0.37252312898635864,-0.2374633252620697,-0.29008203744888306,-0.2178223431110382
-0.15011948347091675,-0.38144996762275696,-0.2628136873245239,-0.15819454193115234,-0.3611559569835663,-0.2131832242012024,-0.19107377529144287,0.37872159481048584,-0.13040463626384735,-0.5093932151794434
0.2392370104789734,0.06057719886302948,0.33583030104637146,0.5097954273223877,-0.055203795433044434,0.21504715085029602,0.06092694401741028,0.7683942914009094,0.8755053877830505,-0.05111008882522583
0.14305606484413147,0.2534559369087219,0.02523091435432434,0.25819817185401917,1.4686278104782104,0.23790615797042847,0.19988206028938293,0.12150481343269348,0.2009584605693817,0.6652512550354004
0.08653846383094788,-0.18381176888942719,-0.14088477194309235,-0.43235450983047485,-0.17093190550804138,-0.26207607984542847,-0.18038783967494965,-0.11875064671039581,-0.3687392473220825,-0.3421088457107544
-0.37625932693481445,-0.4766221046447754,-0.3489099144935608,-0.324057936668396,0.04504978656768799,-0.2061651349067688,-0.5049606561660767,0.018855422735214233,0.004028260707855225,-0.21578216552734375
0.41414299607276917,-0.043149806559085846,-0.22572287917137146,-0.35202327370643616,-0.09359211474657059,-0.1879226267337799,-0.17244184017181396,-0.28435131907463074,-0.059021856635808945,0.18282416462898254
0.9716366529464722,0.1144251674413681,0.2672375440597534,0.17052128911018372,-0.010441184043884277,0.14145831763744354,0.4523085951805115,0.20361483097076416,0.08558529615402222,0.5345121026039124
0.7299266457557678,0.8640303015708923,0.2912416160106659,0.16359741985797882,0.2939480245113373,0.12428942322731018,0.24253374338150024,0.013904869556427002,-0.004209578037261963,0.2917052209377289
0.2501324415206909,-0.16610847413539886,0.22901776432991028,-0.12357474863529205,-0.10059422254562378,-0.011614076793193817,-0.04609884321689606,-0.03540370613336563,-0.1466476172208786,0.08285288512706757
0.47207197546958923,-0.07935811579227448,0.8592094779014587,0.0018622130155563354,0.23752407729625702,0.10615558922290802,-0.005589589476585388,-0.07788790762424469,1.116725206375122,0.773643970489502
0.3687344789505005,0.1845518946647644,0.6160174012184143,0.4789300560951233,0.5449001789093018,0.3513669967651367,0.20557284355163574,0.11978936195373535,0.15566548705101013,0.17374858260154724
-0.3329068422317505,-0.03039015829563141,-0.17726847529411316,-0.42905378341674805,-0.24799051880836487,0.22604143619537354,-0.13331621885299683,-0.35441768169403076,-0.31832367181777954,-0.3390171229839325
-0.12107741087675095,-0.2785305082798004,-0.3932057023048401,-0.5581586956977844,-0.25097304582595825,-0.5343872308731079,-0.30952009558677673,-0.7385348081588745,-0.2000703513622284,-0.5028870105743408
-0.37273961305618286,-0.26424431800842285,-0.22095122933387756,-0.1990748941898346,-0.16111913323402405,-0.26581358909606934,-0.2668612003326416,-0.22996112704277039,-0.12032008916139603,1.1245017051696777
0.015074878931045532,1.017296314239502,-0.031355589628219604,0.06000544875860214,0.5129626393318176,-0.06134483218193054,-0.1270502507686615,0.5661843419075012,0.0018339753150939941,0.02423158288002014
2.0554943084716797,1.3921518325805664,0.22409963607788086,0.3061795234680176,0.2759799361228943,0.3108344078063965,0.3158779442310333,0.5671201348304749,0.8071143627166748,1.3811686038970947
-0.0051820725202560425,0.44636234641075134,0.015996381640434265,-0.2045493721961975,1.5242009162902832,0.08192895352840424,0.05903114378452301,-0.020117953419685364,0.1771944761276245,-0.048945337533950806
-0.11478834599256516,-0.1829543560743332,-0.13302463293075562,-0.31529831886291504,-0.4103018641471863,-0.10014316439628601,-0.14990705251693726,-0.206585094332695,-0.14765357971191406,0.1802515983581543
-0.2390683889389038,-0.3351440727710724,-0.2478983998298645,-0.6484905481338501,-0.3047098219394684,-0.3057948648929596,-0.41855382919311523,-0.33259323239326477,-0.2098870575428009,-0.13814343512058258
-0.3821859061717987,-0.2177572250366211,-0.28412067890167236,-0.36258944869041443,-0.18149042129516602,-0.37889665365219116,-0.41752099990844727,-0.2408166229724884,-0.30516406893730164,-0.20455074310302734
1.4487755298614502,0.904602587223053,0.08647248148918152,0.1299123466014862,0.1793977916240692,0.8478503823280334,0.2060750424861908,0.6908457279205322,0.9856005311012268,0.6819973587989807
0.17546647787094116,-0.2867697477340698,-0.27137863636016846,-0.16330254077911377,-0.28172773122787476,-0.38052645325660706,-0.28373807668685913,-0.39564207196235657,-0.1922866702079773,0.15448027849197388
0.20224638283252716,0.1597336381673813,1.355660080909729,0.26585158705711365,0.6938113570213318,0.49290215969085693,0.31234419345855713,1.6715081930160522,1.3412739038467407,0.39017772674560547
0.23737776279449463,1.0317119359970093,0.01423826813697815,-0.017956316471099854,0.5658010244369507,-0.0009184479713439941,0.06781566143035889,-0.1197260320186615,-0.18314439058303833,0.11696790158748627
0.42777642607688904,0.010704714804887772,0.007545012980699539,-0.15883098542690277,-0.0913613885641098,0.6908426880836487,0.24700036644935608,-0.18640774488449097,0.00876600667834282,-0.10076409578323364
-0.4362349510192871,0.37264713644981384,-0.15906864404678345,-0.05191554129123688,-0.19207897782325745,-0.012085942551493645,0.11622369289398193,-0.09139837324619293,-0.1795118898153305,0.1385297328233719
-0.29282039403915405,-0.1897898018360138,-0.3082124590873718,-0.291306734085083,-0.17022697627544403,-0.377177357673645,-0.22974541783332825,-0.45928341150283813,0.4453412890434265,-0.3817964494228363
-0.015067892149090767,-0.08819940686225891,0.1742689311504364,-0.0284904632717371,-0.2561829388141632,0.3923218548297882,0.30408743023872375,0.3074512779712677,0.4309829771518707,-0.21247532963752747
-0.31662818789482117,-0.38806307315826416,-0.22663116455078125,-0.2648356556892395,-0.40599969029426575,-0.43102553486824036,-0.26343607902526855,0.7491567134857178,-0.2577494978904724,-0.30452847480773926
0.408646821975708,-0.1599053144454956,0.1335751861333847,-0.21143142879009247,-0.055400677025318146,-0.1023697778582573,-0.12166652828454971,-0.05965349078178406,0.17764189839363098,-0.11428024619817734
0.15831930935382843,1.2863273620605469,0.1522941291332245,0.7812436819076538,0.23626133799552917,0.6699662208557129,0.23044121265411377,0.1963246911764145,0.08721908926963806,0.9209899306297302
